run_at,year,src_version,budget_s,starts,start_index,seed,time_to_best_s,total_s,soft_cost,feasible,winner
2026-06-27T18:27:40.823784Z,2,7,600,10,8,1008,408.772,600.038,382,1,0
2026-06-27T18:27:40.823784Z,2,7,600,10,9,1009,337.526,600.037,495,1,0
2026-06-27T18:37:45.731312800Z,2,11,600,10,0,1000,428.726,600.044,169,1,0
2026-06-27T18:37:45.731312800Z,2,11,600,10,1,1001,133.266,600.043,273,1,0
2026-06-27T18:37:45.731312800Z,2,11,600,10,2,1002,508.759,600.044,373,1,0
2026-06-27T18:37:45.731312800Z,2,11,600,10,3,1003,599.033,600.044,65,1,1
2026-06-27T18:37:45.731312800Z,2,11,600,10,4,1004,385.914,600.044,270,1,0
2026-06-27T18:37:45.731312800Z,2,11,600,10,5,1005,593.649,600.044,269,1,0
2026-06-27T18:37:45.731312800Z,2,11,600,10,6,1006,126.958,600.044,269,1,0
2026-06-27T18:37:45.731312800Z,2,11,600,10,7,1007,320.434,600.044,386,1,0
2026-06-27T18:37:45.731312800Z,2,11,600,10,8,1008,332.430,600.044,275,1,0
2026-06-27T18:37:45.731312800Z,2,11,600,10,9,1009,192.449,600.043,276,1,0
2026-06-27T18:47:50.706451700Z,2,53,600,10,0,1000,19.388,600.044,693,1,0
2026-06-27T18:47:50.706451700Z,2,53,600,10,1,1001,140.188,600.043,593,1,0
2026-06-27T18:47:50.706451700Z,2,53,600,10,2,1002,366.670,600.043,379,1,0
2026-06-27T18:47:50.706451700Z,2,53,600,10,3,1003,137.469,600.044,588,1,0
2026-06-27T18:47:50.706451700Z,2,53,600,10,4,1004,400.085,600.044,486,1,0
2026-06-27T18:47:50.706451700Z,2,53,600,10,5,1005,588.896,600.043,489,1,0
2026-06-27T18:47:50.706451700Z,2,53,600,10,6,1006,195.143,600.044,689,1,0
2026-06-27T18:47:50.706451700Z,2,53,600,10,7,1007,486.799,600.043,483,1,0
2026-06-27T18:47:50.706451700Z,2,53,600,10,8,1008,444.834,600.043,279,1,1
2026-06-27T18:47:50.706451700Z,2,53,600,10,9,1009,59.569,600.044,595,1,0
2026-06-27T18:57:55.764546900Z,2,89,600,10,0,1000,407.722,600.046,279,1,0
2026-06-27T18:57:55.764546900Z,2,89,600,10,1,1001,386.094,600.045,383,1,0
2026-06-27T18:57:55.764546900Z,2,89,600,10,2,1002,503.440,600.045,389,1,0
2026-06-27T18:57:55.764546900Z,2,89,600,10,3,1003,361.594,600.045,486,1,0
2026-06-27T18:57:55.764546900Z,2,89,600,10,4,1004,492.084,600.045,380,1,0
2026-06-27T18:57:55.764546900Z,2,89,600,10,5,1005,327.807,600.045,376,1,0
2026-06-27T18:57:55.764546900Z,2,89,600,10,6,1006,599.854,600.045,377,1,0
2026-06-27T18:57:55.764546900Z,2,89,600,10,7,1007,304.017,600.046,279,1,0
2026-06-27T18:57:55.764546900Z,2,89,600,10,8,1008,173.541,600.046,282,1,0
2026-06-27T18:57:55.764546900Z,2,89,600,10,9,1009,424.662,600.045,276,1,1
2026-06-27T19:08:00.804151500Z,2,99,600,10,0,1000,289.140,600.046,178,1,1
2026-06-27T19:08:00.804151500Z,2,99,600,10,1,1001,444.917,600.048,382,1,0
2026-06-27T19:08:00.804151500Z,2,99,600,10,2,1002,444.520,600.046,382,1,0
2026-06-27T19:08:00.804151500Z,2,99,600,10,3,1003,559.661,600.048,281,1,0
2026-06-27T19:08:00.804151500Z,2,99,600,10,4,1004,188.025,600.046,288,1,0
2026-06-27T19:08:00.804151500Z,2,99,600,10,5,1005,568.818,600.048,282,1,0
2026-06-27T19:08:00.804151500Z,2,99,600,10,6,1006,297.946,600.046,382,1,0
2026-06-27T19:08:00.804151500Z,2,99,600,10,7,1007,587.543,600.046,382,1,0
2026-06-27T19:08:00.804151500Z,2,99,600,10,8,1008,347.519,600.048,486,1,0
2026-06-27T19:08:00.804151500Z,2,99,600,10,9,1009,535.591,600.048,278,1,0
2026-06-27T19:18:05.815268200Z,2,7,600,10,0,1000,172.532,600.047,789,1,0
2026-06-27T19:18:05.815268200Z,2,7,600,10,1,1001,481.410,600.047,285,1,0
2026-06-27T19:18:05.815268200Z,2,7,600,10,2,1002,572.389,600.048,178,1,1
2026-06-27T19:18:05.815268200Z,2,7,600,10,3,1003,490.609,600.047,899,1,0
2026-06-27T19:18:05.815268200Z,2,7,600,10,4,1004,527.369,600.048,795,1,0
2026-06-27T19:18:05.815268200Z,2,7,600,10,5,1005,546.590,600.048,389,1,0
2026-06-27T19:18:05.815268200Z,2,7,600,10,6,1006,188.507,600.048,896,1,0
2026-06-27T19:18:05.815268200Z,2,7,600,10,7,1007,450.945,600.048,395,1,0
2026-06-27T19:18:05.815268200Z,2,7,600,10,8,1008,576.109,600.048,902,1,0
2026-06-27T19:18:05.815268200Z,2,7,600,10,9,1009,470.101,600.048,288,1,0
2026-06-27T19:28:10.726824800Z,2,11,600,10,0,1000,484.713,600.048,65,1,1
2026-06-27T19:28:10.726824800Z,2,11,600,10,1,1001,404.073,600.047,276,1,0
2026-06-27T19:28:10.726824800Z,2,11,600,10,2,1002,457.703,600.047,374,1,0
2026-06-27T19:28:10.726824800Z,2,11,600,10,3,1003,170.184,600.047,285,1,0
2026-06-27T19:28:10.726824800Z,2,11,600,10,4,1004,573.238,600.047,389,1,0
2026-06-27T19:28:10.726824800Z,2,11,600,10,5,1005,438.579,600.048,374,1,0
2026-06-27T19:28:10.726824800Z,2,11,600,10,6,1006,280.300,600.048,276,1,0
2026-06-27T19:28:10.726824800Z,2,11,600,10,7,1007,191.834,600.048,276,1,0
2026-06-27T19:28:10.726824800Z,2,11,600,10,8,1008,238.326,600.048,279,1,0
2026-06-27T19:28:10.726824800Z,2,11,600,10,9,1009,546.282,600.047,783,1,0
2026-06-27T19:46:20.840981600Z,2,7,600,10,0,1000,199.282,600.053,395,1,0
2026-06-27T19:46:20.840981600Z,2,7,600,10,1,1001,337.415,600.053,395,1,0
2026-06-27T19:46:20.840981600Z,2,7,600,10,2,1002,452.241,600.053,282,1,1
2026-06-27T19:46:20.840981600Z,2,7,600,10,3,1003,554.374,600.053,389,1,0
2026-06-27T19:46:20.840981600Z,2,7,600,10,4,1004,302.011,600.053,282,1,0
2026-06-27T19:46:20.840981600Z,2,7,600,10,5,1005,543.797,600.053,282,1,0
2026-06-27T19:46:20.840981600Z,2,7,600,10,6,1006,489.075,600.053,285,1,0
2026-06-27T19:46:20.840981600Z,2,7,600,10,7,1007,331.869,600.053,392,1,0
2026-06-27T19:46:20.840981600Z,2,7,600,10,8,1008,482.186,600.053,392,1,0
2026-06-27T19:46:20.840981600Z,2,7,600,10,9,1009,443.321,600.053,386,1,0
2026-06-27T19:56:25.774418500Z,2,11,600,10,0,1000,398.390,600.048,270,1,0
2026-06-27T19:56:25.774418500Z,2,11,600,10,1,1001,487.488,600.049,377,1,0
2026-06-27T19:56:25.774418500Z,2,11,600,10,2,1002,378.601,600.047,270,1,0
2026-06-27T19:56:25.774418500Z,2,11,600,10,3,1003,449.522,600.048,59,1,1
2026-06-27T19:56:25.774418500Z,2,11,600,10,4,1004,583.594,600.049,276,1,0
2026-06-27T19:56:25.774418500Z,2,11,600,10,5,1005,321.125,600.048,175,1,0
2026-06-27T19:56:25.774418500Z,2,11,600,10,6,1006,505.487,600.048,172,1,0
2026-06-27T19:56:25.774418500Z,2,11,600,10,7,1007,390.063,600.048,166,1,0
2026-06-27T19:56:25.774418500Z,2,11,600,10,8,1008,444.187,600.048,270,1,0
2026-06-27T19:56:25.774418500Z,2,11,600,10,9,1009,536.978,600.048,166,1,0
2026-06-27T20:06:30.734567900Z,2,53,600,10,0,1000,595.571,600.039,386,1,0
2026-06-27T20:06:30.734567900Z,2,53,600,10,1,1001,145.070,600.039,282,1,1
2026-06-27T20:06:30.734567900Z,2,53,600,10,2,1002,274.526,600.039,496,1,0
2026-06-27T20:06:30.734567900Z,2,53,600,10,3,1003,287.099,600.039,386,1,0
2026-06-27T20:06:30.734567900Z,2,53,600,10,4,1004,563.046,600.039,493,1,0
2026-06-27T20:06:30.734567900Z,2,53,600,10,5,1005,465.653,600.039,487,1,0
2026-06-27T20:06:30.734567900Z,2,53,600,10,6,1006,294.077,600.039,282,1,0
2026-06-27T20:06:30.734567900Z,2,53,600,10,7,1007,268.614,600.039,392,1,0
2026-06-27T20:06:30.734567900Z,2,53,600,10,8,1008,77.128,600.039,389,1,0
2026-06-27T20:06:30.734567900Z,2,53,600,10,9,1009,12.173,600.039,389,1,0
